invoice_number,vendor_id,vendor_name,vendor_category,country,city,po_number,department,invoice_date,due_date,payment_terms,currency,amount,tax_rate,tax_amount,invoice_status,created_timestamp,is_fraud,fraud_type
INV-010920-A0BF,VEND-FE6C3C1E,Dar-Koshy,Maintenance,India,Udupi,PO-E14973E3,Facilities,2024-08-09,2024-08-24,15,INR,42407.3,0.0863,3659.75,PAID,2024-08-09T11:35:59,0,NONE
INV-011941-FD7F,VEND-1A886BA8,"Basu, Ratti and Sarna",Packaging,USA,Panvel,PO-70B7A483,Production,2024-07-05,2024-07-20,15,USD,20513.22,0.1001,2053.37,APPROVED,2024-07-05T18:10:40,0,NONE
INV-005952-DB00,VEND-A07E3629,Dugar Inc,Machinery,UAE,Hospet,PO-D8D5F524,IT,2024-02-13,2024-05-13,90,AED,418400.04,0.1653,69161.53,PAID,2024-02-13T15:06:19,0,NONE
INV-005482-3443,VEND-345C55B6,"Deshpande, Boase and Majumdar & Co",Packaging,India,Mau,PO-1794FC26,Marketing,2023-08-31,2023-10-15,45,INR,20343.73,0.0888,1806.52,PENDING,2023-08-31T16:27:26,0,NONE
INV-002783-07A7,VEND-EF03AC5D,Sahota-Kothari Pvt Ltd,Office Supplies,India,Khammam,PO-369E2755,IT,2023-06-21,2023-08-05,45,INR,15536.88,0.1042,1618.94,PAID,2023-06-21T09:27:04,0,NONE
INV-008139-C765,VEND-34BC0BB6,Varkey-Agarwal Enterprises,Transportation,USA,Haridwar,PO-F98F1129,Production,2023-01-12,2023-02-11,30,USD,59587.18,0.0869,5178.13,PENDING,2023-01-12T13:01:37,1,DUPLICATE
INV-008869-65CA,VEND-68F79677,"Soni, Sood and Iyengar",Packaging,India,Pondicherry,PO-4E8F8999,IT,2024-07-23,2024-09-06,45,INR,16896.92,0.0979,1654.21,PAID,2024-07-23T16:55:26,0,NONE
INV-005848-8DA1,VEND-7E599758,"Hari, Palla and Panchal Traders",Transportation,India,Noida,PO-722E863F,HR,2023-09-12,2023-10-27,45,INR,81043.96,0.113,9157.97,APPROVED,2023-09-12T16:45:44,0,NONE
INV-900764-1D3D,VEND-E82C3A39,"Suri, Dixit and Sekhon Industries",Machinery,India,Hapur,PO-CA0BBD55,R&D,2023-05-09,2023-07-08,60,INR,2673012.67,0.1586,423939.81,OVERDUE,2023-05-09T12:43:23,1,AMOUNT_INFLATION
INV-902487-48B9,VEND-FF2D196D,Minhas and Sons LLC,Furniture,India,Mangalore,PO-D2AE7538,Finance,2024-10-30,2024-12-14,45,INR,100000.0,0.1217,12170.0,APPROVED,2024-10-30T19:18:49,1,ROUNDED
INV-007339-B718,VEND-915C7C1C,Borra-Dhaliwal Enterprises,Maintenance,India,Sikar,PO-7DC249D5,Production,2023-11-09,2024-01-08,60,INR,9486.43,0.0893,847.14,PAID,2023-11-09T09:10:52,0,NONE
INV-001910-571F,VEND-4840B787,"Hayre, Shankar and Chhabra",Packaging,India,Avadi,PO-4EA3A2B0,R&D,2023-12-15,2024-01-29,45,INR,16397.19,0.0786,1288.82,PENDING,2023-12-15T13:10:10,0,NONE
INV-011032-3E81,VEND-25C550D4,Chaudhary-Nayak,Furniture,India,Durgapur,PO-CF554019,IT,2023-05-25,2023-07-09,45,INR,88229.23,0.1506,13287.32,PENDING,2023-05-25T11:46:14,0,NONE
INV-006342-8EDA,VEND-E21089F1,Bal-Patel,Consulting,India,Bhind,PO-7CAC1D7C,Finance,2024-01-31,2024-02-15,15,INR,558634.08,0.18,100554.13,PENDING,2024-01-31T12:47:46,0,NONE
INV-901372-A11E,VEND-4CF51FC0,Hegde-Maharaj,Furniture,India,Avadi,PO-D088D390,Procurement,2023-08-16,2023-09-15,30,INR,128321.91,0.1213,15565.45,PAID,2023-08-16T11:35:00,1,DUPLICATE_PO
INV-002905-B3A0,VEND-81E7E54F,Mangat Group,Packaging,USA,Nandyal,PO-608BCC5A,Marketing,2023-01-14,2023-02-13,30,USD,4333.26,0.0882,382.19,PENDING,2023-01-14T13:44:35,1,DUPLICATE
INV-005276-8C17,VEND-521CAFDD,Rastogi-Pathak Pvt Ltd,Office Supplies,India,Durgapur,PO-6DFD55F0,Procurement,2024-04-11,2024-05-26,45,INR,5520.36,0.0505,278.78,PAID,2024-04-11T09:30:57,0,NONE
INV-008341-1807,VEND-6F63470F,Baral Group,Electronics,India,Mahbubnagar,PO-9B499E2A,Marketing,2024-03-21,2024-06-19,90,INR,45175.2,0.137,6189.0,PAID,2024-03-21T18:10:29,0,NONE
INV-900629-B782,VEND-476F4A92,Bhakta-Amble,Furniture,Germany,Barasat,PO-2298CF6C,Procurement,2024-09-14,2024-10-29,45,EUR,1064891.75,0.1356,144399.32,PAID,2024-09-14T10:54:11,1,AMOUNT_INFLATION
INV-000458-B659,VEND-5841460D,"Sidhu, Wadhwa and Krishnamurthy",Office Supplies,India,Raipur,PO-E212A398,IT,2024-01-15,2024-02-14,30,INR,29854.4,0.0542,1618.11,PAID,2024-01-15T17:34:01,0,NONE
INV-008564-0A02,VEND-A3A23553,"Ramaswamy, Wadhwa and Datta",Transportation,India,Delhi,PO-15DE79EC,Facilities,2023-01-24,2023-02-08,15,INR,32187.82,0.0604,1944.14,PAID,2023-01-24T11:44:39,0,NONE
INV-000539-2051,VEND-1E529909,"Kapur, Dara and Iyer Pvt Ltd",Raw Materials,India,Patiala,PO-E04124D6,IT,2023-02-09,2023-03-11,30,INR,205484.6,0.0573,11774.27,PAID,2023-02-09T16:00:09,0,NONE
INV-900852-1F45,VEND-778E76B4,"Narayanan, Murthy and Dash Industries",Consulting,India,Guna,PO-ECE6194F,Marketing,2023-04-17,2023-05-02,15,INR,109459.85,0.18,19702.77,APPROVED,2023-04-17T03:02:54,1,PO_MISMATCH
INV-011257-9419,VEND-E24A2F17,Khosla-Tank Industries,Raw Materials,India,Ahmednagar,PO-5D1CF202,Facilities,2024-03-04,2024-05-03,60,INR,487621.87,0.0928,45251.31,APPROVED,2024-03-04T16:33:46,0,NONE
INV-009077-B9A0,VEND-74CC4DBF,Bail-Nair,Office Supplies,India,Tadipatri,PO-41EB242A,IT,2024-11-22,2025-02-20,90,INR,11602.7,0.1064,1234.53,PAID,2024-11-22T16:15:25,0,NONE
INV-900862-DDE7,VEND-172FD81F,Divan-Bhatti & Co,Electronics,India,Panipat,PO-4E64B12D,HR,2023-01-16,2023-04-16,90,INR,198617.68,0.1569,31163.11,PAID,2023-01-16T04:19:03,1,PO_MISMATCH
INV-902277-CB03,VEND-1BE7C7B2,"Sur, Dubey and Gupta",Transportation,India,Bellary,PO-4511AF92,Facilities,2024-04-06,2024-04-21,15,INR,47286.29,0.0831,3929.49,APPROVED,2024-04-06T05:04:00,1,WEEKEND
INV-007656-369B,VEND-43B1686D,Pandit Inc LLC,Office Supplies,India,Ichalkaranji,PO-1579941F,HR,2024-03-08,2024-03-23,15,INR,6423.34,0.0655,420.73,PAID,2024-03-08T11:13:37,0,NONE
INV-004683-E07C,VEND-A66DF300,Nigam-Rao,Office Supplies,India,Ozhukarai,PO-17074497,Operations,2023-12-18,2024-01-17,30,INR,9992.62,0.0859,858.37,PAID,2023-12-18T09:49:20,0,NONE
INV-005551-D3E0,VEND-05A0CB58,Krishnamurthy-Behl Pvt Ltd,Office Supplies,India,Bhusawal,PO-B4117C1E,Finance,2023-04-10,2023-05-10,30,INR,5886.43,0.0657,386.74,PAID,2023-04-10T10:48:44,0,NONE
INV-006997-0734,VEND-9FA2F4F1,"Murthy, Sarin and Vaidya Enterprises",Machinery,UAE,Kharagpur,PO-84088AA8,Logistics,2024-10-09,2024-10-24,15,AED,288574.48,0.1487,42911.03,OVERDUE,2024-10-09T10:56:55,0,NONE
INV-901685-60AD,VEND-E0D27A09,"Walla, Rai and Nadig Enterprises",Furniture,India,Hosur,PO-2894DF45,IT,2024-03-13,2024-03-28,15,INR,34834.15,0.124,4319.43,PENDING,2024-03-13T21:07:34.079621,1,BURST
INV-005971-5CBE,VEND-80C9977D,Shenoy Ltd Pvt Ltd,Packaging,India,Bahraich,PO-C202D57C,Logistics,2024-06-19,2024-08-03,45,INR,5264.63,0.0857,451.18,PAID,2024-06-19T14:53:11,0,NONE
INV-000701-7DFB,VEND-F98C34EF,Gour-Yogi,Maintenance,UAE,New Delhi,PO-930765F4,HR,2024-11-20,2025-02-18,90,AED,69070.18,0.1063,7342.16,OVERDUE,2024-11-20T14:43:00,0,NONE
INV-901649-4FBE,VEND-34BC0BB6,Varkey-Agarwal Enterprises,Transportation,USA,Haridwar,PO-BB14CBD5,Production,2023-03-25,2023-04-24,30,USD,56592.9,0.0869,4917.92,OVERDUE,2023-03-25T10:07:51.123557,1,BURST
INV-010447-628B,VEND-1CBC0202,Ahuja-Dutta,Raw Materials,India,Mau,PO-ADA65635,Operations,2024-06-07,2024-06-22,15,INR,263063.33,0.0963,25333.0,PAID,2024-06-07T14:49:41,0,NONE
INV-006977-00D1,VEND-4568B5E4,Subramaniam-Merchant LLC,Office Supplies,India,Raipur,PO-D9BCAF3D,Logistics,2023-10-10,2023-11-24,45,INR,12928.87,0.07,905.02,PAID,2023-10-10T15:05:10,0,NONE
INV-003593-9160,VEND-95D1A76B,Prabhu-Chokshi Enterprises,Packaging,India,Chittoor,PO-655BC15B,R&D,2023-09-06,2023-10-21,45,INR,18393.47,0.0598,1099.93,PAID,2023-09-06T17:29:11,0,NONE
INV-008497-884E,VEND-1A17CFAD,"Chana, Saraf and Chaudhari Enterprises",Raw Materials,India,Raiganj,PO-6607F714,Production,2024-12-05,2024-12-20,15,INR,69924.53,0.0518,3622.09,REJECTED,2024-12-05T13:52:56,0,NONE
INV-011325-A3BD,VEND-FAE5EE34,"Devi, Venkataraman and Johal",Maintenance,India,Morena,PO-EF71C94E,Production,2023-03-03,2023-05-02,60,INR,11116.09,0.0526,584.71,APPROVED,2023-03-03T18:58:29,0,NONE
INV-005019-817B,VEND-68F79677,"Soni, Sood and Iyengar",Packaging,India,Pondicherry,PO-4E8F8999,IT,2024-02-06,2024-03-22,45,INR,21519.04,0.0979,2106.71,APPROVED,2024-02-06T17:28:54,0,NONE
INV-009845-064E,VEND-EF03AC5D,Sahota-Kothari Pvt Ltd,Office Supplies,India,Khammam,PO-369E2755,IT,2024-02-06,2024-03-22,45,INR,14190.79,0.1042,1478.68,PAID,2024-02-06T13:49:21,0,NONE
INV-006899-3B0B,VEND-B1F9D616,Pandit PLC,Maintenance,India,Panipat,PO-DA217F0E,R&D,2024-11-15,2024-12-15,30,INR,15172.58,0.0607,920.98,PAID,2024-11-15T16:28:39,0,NONE
INV-005057-34BD,VEND-DB0279CF,Singhal and Sons LLC,Transportation,India,Jaunpur,PO-51779EBE,IT,2024-02-28,2024-03-29,30,INR,10034.07,0.0952,955.24,APPROVED,2024-02-28T09:48:52,0,NONE
INV-001953-831E,VEND-177248C3,"Mahajan, Sagar and Subramanian",Transportation,India,Latur,PO-574A7CD9,R&D,2024-05-28,2024-06-27,30,INR,60633.27,0.0918,5566.13,OVERDUE,2024-05-28T18:24:21,0,NONE
INV-011356-EE6D,VEND-305668C0,Garde-Viswanathan,Office Supplies,India,Siliguri,PO-384385FF,Logistics,2024-04-03,2024-05-18,45,INR,25595.05,0.0641,1640.64,APPROVED,2024-04-03T10:17:46,0,NONE
INV-011861-6469,VEND-7FF590E3,Devan Inc Industries,Transportation,India,Vellore,PO-892D49D3,Operations,2024-08-05,2024-09-19,45,INR,15749.85,0.1077,1696.26,PENDING,2024-08-05T17:04:41,0,NONE
INV-011965-06F3,VEND-2857CE44,Devan LLC,Machinery,India,Khammam,PO-3E8B983B,Facilities,2023-06-26,2023-08-10,45,INR,281775.51,0.17,47901.84,PAID,2023-06-26T18:36:52,0,NONE
INV-002052-C396,VEND-65DC71CE,"Bhalla, Pandey and Tripathi Industries",Maintenance,India,Tirupati,PO-E3726C91,HR,2024-05-23,2024-06-22,30,INR,17519.06,0.0673,1179.03,PAID,2024-05-23T12:33:54,0,NONE
INV-007657-8E89,VEND-B385FB77,"Nazareth, Kurian and Suresh Industries",Office Supplies,China,Jaunpur,PO-3F7F8A6A,R&D,2023-01-03,2023-02-02,30,CNY,15505.7,0.086,1333.49,PAID,2023-01-03T17:56:28,0,NONE
INV-008119-2898,VEND-E21089F1,Bal-Patel,Consulting,India,Bhind,PO-FF9E0FD6,HR,2024-04-24,2024-05-09,15,INR,428193.92,0.18,77074.91,PAID,2024-04-24T17:38:23,0,NONE
INV-009333-D906,VEND-1BE7C7B2,"Sur, Dubey and Gupta",Transportation,India,Bellary,PO-E1DD7271,Operations,2024-09-05,2024-09-20,15,INR,39595.27,0.0831,3290.37,APPROVED,2024-09-05T13:43:07,0,NONE
INV-003932-0CEB,VEND-6CE75265,Bandi-Patla,Electronics,India,Mysore,PO-E4E2F65F,Facilities,2024-04-11,2024-05-11,30,INR,27804.19,0.123,3419.92,PAID,2024-04-11T13:29:34,0,NONE
INV-006021-BAFB,VEND-B2A0CAC9,Mani Group Pvt Ltd,Raw Materials,UAE,Bhilai,PO-5D3EEB3E,R&D,2023-03-24,2023-05-08,45,AED,66357.0,0.0851,5646.98,APPROVED,2023-03-24T11:06:55,0,NONE
INV-000793-B868,VEND-204B8102,Sarkar and Sons Traders,Office Supplies,India,Mau,PO-BFCC9504,Finance,2023-08-03,2023-09-17,45,INR,10365.83,0.0685,710.06,PAID,2023-08-03T12:29:03,0,NONE
INV-902703-92BF,VEND-11D48E45,"Sandhu, Gera and Pandya Pvt Ltd",Furniture,India,Gaya,,Procurement,2024-04-05,2024-05-05,30,INR,832467.61,0.1717,142934.69,PENDING,2024-04-05T16:51:37,1,NEW_VENDOR
INV-902078-980A,VEND-05243351,"Kant, Dhingra and Babu LLC",Maintenance,India,Begusarai,PO-D4B53E3D,Logistics,2024-04-08,2024-05-08,30,INR,13684.71,0.0655,896.35,PAID,2024-04-08T04:25:56,1,WEEKEND
INV-008666-C737,VEND-1B237A40,Mane Inc & Co,Electronics,India,Darbhanga,PO-CC4BAD58,Production,2024-08-29,2024-10-28,60,INR,25545.58,0.1383,3532.95,REJECTED,2024-08-29T16:59:38,0,NONE
INV-001348-DCBF,VEND-E3A8DA44,Dora Inc Pvt Ltd,Packaging,India,Dibrugarh,PO-5D20B07D,R&D,2024-12-02,2025-01-31,60,INR,29864.18,0.0785,2344.34,PENDING,2024-12-02T15:59:07,0,NONE
INV-901507-211F,VEND-904CCEB4,Narain-Sagar,Machinery,USA,Kollam,PO-BB21160B,IT,2023-08-30,2023-10-29,60,USD,752415.45,0.1388,104435.26,PAID,2023-08-30T14:27:05.096538,1,BURST
INV-002048-C9D8,VEND-FBF488A1,"Acharya, Naik and Suresh",Packaging,India,Gorakhpur,PO-DA3D5DAF,Facilities,2024-09-10,2024-09-25,15,INR,8524.66,0.0909,774.89,APPROVED,2024-09-10T10:42:49,0,NONE
INV-901315-C82C,VEND-8D0F89CD,"Iyer, Muni and Rastogi",IT Services,India,Bahraich,PO-146325A1,Marketing,2023-11-05,2023-11-20,15,INR,33567.19,0.18,6042.09,PAID,2023-11-05T18:59:40,1,DUPLICATE_PO
INV-004788-345A,VEND-DDF38E90,Ramachandran-Bahri,Maintenance,UAE,Morena,PO-50D293A9,R&D,2024-05-20,2024-06-19,30,AED,25764.23,0.1032,2658.87,APPROVED,2024-05-20T12:42:30,0,NONE
INV-900380-4E38,VEND-BB8BFA16,Goswami-Mallick Enterprises,Raw Materials,UAE,Kulti,PO-FDAD71FC,Procurement,2024-01-25,2024-03-25,60,AED,379659.5,0.0625,23728.72,PAID,2024-01-25T12:18:10,1,AMOUNT_INFLATION
INV-010781-2259,VEND-4568B5E4,Subramaniam-Merchant LLC,Office Supplies,India,Raipur,PO-3C53C536,Operations,2024-02-27,2024-04-12,45,INR,12322.49,0.07,862.57,PENDING,2024-02-27T10:09:31,1,DUPLICATE
INV-000671-7E28,VEND-74040350,Solanki-Raj,Raw Materials,India,Saharanpur,PO-D7681080,IT,2024-08-09,2024-09-23,45,INR,321651.42,0.1123,36121.45,APPROVED,2024-08-09T16:34:41,0,NONE
INV-009054-C188,VEND-97806843,"Ram, Dalal and Lala",Office Supplies,India,Amroha,PO-EB66DCB3,Procurement,2024-07-26,2024-09-09,45,INR,21014.15,0.0657,1380.63,PENDING,2024-07-26T15:01:03,0,NONE
INV-001595-7E52,VEND-81C32086,"Chawla, Natarajan and Deol Industries",IT Services,Singapore,Nagercoil,PO-835EAF74,Logistics,2024-08-12,2024-09-26,45,SGD,232899.07,0.18,41921.83,APPROVED,2024-08-12T15:55:35,0,NONE
INV-007858-A485,VEND-1A224DEF,Balakrishnan-Ramachandran Industries,Packaging,India,Machilipatnam,PO-CEBDBD7E,Operations,2024-08-23,2024-09-22,30,INR,21836.02,0.0619,1351.65,OVERDUE,2024-08-23T18:52:53,0,NONE
INV-005885-D9FC,VEND-84CBE9F6,"Hora, Sandal and Contractor",Electronics,India,Jalgaon,PO-55C3240C,Production,2024-12-23,2025-02-21,60,INR,49450.29,0.1548,7654.9,PAID,2024-12-23T14:04:55,0,NONE
INV-009629-D511,VEND-302AD2B4,Sathe-Sachdeva Enterprises,Office Supplies,India,Thrissur,PO-8FE324B8,Facilities,2024-07-31,2024-08-30,30,INR,5776.46,0.1023,590.93,PAID,2024-07-31T13:09:10,0,NONE
INV-003678-7082,VEND-46B7E4A6,Jaggi-Bassi Inc,Office Supplies,India,Kalyan-Dombivli,PO-DAF01F68,HR,2023-01-31,2023-04-01,60,INR,7505.07,0.1192,894.6,APPROVED,2023-01-31T17:24:09,0,NONE
INV-004362-6744,VEND-A3F9D618,Mukherjee and Sons,Transportation,India,Siliguri,PO-4E8E7C8F,Procurement,2024-06-27,2024-07-12,15,INR,16278.61,0.0627,1020.67,PAID,2024-06-27T09:21:57,0,NONE
INV-902187-F353,VEND-423189E1,Atwal-Walla Enterprises,Office Supplies,India,Panipat,PO-5E97FCB7,Procurement,2024-07-13,2024-08-12,30,INR,6128.46,0.0549,336.45,PAID,2024-07-13T02:38:31,1,WEEKEND
INV-006516-20CF,VEND-302AD2B4,Sathe-Sachdeva Enterprises,Office Supplies,India,Thrissur,PO-B5D5273B,R&D,2024-10-28,2024-11-27,30,INR,6817.73,0.1023,697.45,PENDING,2024-10-28T14:04:28,0,NONE
INV-000385-ACD8,VEND-4568B5E4,Subramaniam-Merchant LLC,Office Supplies,India,Raipur,PO-D9BCAF3D,Logistics,2023-08-04,2023-09-18,45,INR,9836.1,0.07,688.53,PAID,2023-08-04T18:44:33,0,NONE
INV-006428-C820,VEND-92CC8079,"Kalla, Srinivas and Joshi Enterprises",Transportation,India,Avadi,PO-0F0DA84B,Logistics,2024-05-21,2024-07-05,45,INR,89164.6,0.1105,9852.69,PAID,2024-05-21T09:04:36,0,NONE
INV-011838-ED39,VEND-65DC71CE,"Bhalla, Pandey and Tripathi Industries",Maintenance,India,Tirupati,PO-8FAC4127,Operations,2023-12-07,2024-01-06,30,INR,16881.6,0.0673,1136.13,PAID,2023-12-07T18:28:03,0,NONE
INV-900621-0ECF,VEND-0ECA9B15,Kumar-Sharaf & Co,Packaging,India,Bangalore,PO-025D8F4B,IT,2024-08-10,2024-11-08,90,INR,112303.36,0.0552,6199.15,PAID,2024-08-10T17:35:31,1,AMOUNT_INFLATION
INV-002962-1999,VEND-74040350,Solanki-Raj,Raw Materials,India,Saharanpur,PO-2DB5A6CB,R&D,2023-09-05,2023-10-20,45,INR,160161.14,0.1123,17986.1,PAID,2023-09-05T14:47:32,0,NONE
INV-010900-E60D,VEND-E3A8DA44,Dora Inc Pvt Ltd,Packaging,India,Dibrugarh,PO-D631EDBD,Finance,2024-04-09,2024-06-08,60,INR,38651.42,0.0785,3034.14,PAID,2024-04-09T16:38:44,0,NONE
INV-003823-6112,VEND-C9D1291C,Bal-Chand,Machinery,India,Ramgarh,PO-2112103D,Procurement,2024-03-04,2024-05-03,60,INR,424286.06,0.175,74250.06,APPROVED,2024-03-04T16:10:17,0,NONE
INV-004246-9363,VEND-E8761D99,"Raghavan, Rana and Pai Inc",IT Services,Germany,Ramagundam,PO-61E7C5B9,Logistics,2024-06-07,2024-07-22,45,EUR,23133.57,0.18,4164.04,PAID,2024-06-07T09:08:12,0,NONE
INV-900699-EF4D,VEND-D7914539,Biswas and Sons LLC,Furniture,India,Ambattur,PO-4A49603C,Facilities,2023-12-15,2024-02-13,60,INR,345686.28,0.1423,49191.16,APPROVED,2023-12-15T19:47:18,1,AMOUNT_INFLATION
INV-900680-1E57,VEND-D99F06D8,Brar-Prakash Enterprises,Electronics,India,Jaunpur,PO-92AB785B,HR,2023-04-22,2023-05-07,15,INR,587242.84,0.1711,100477.25,APPROVED,2023-04-22T22:25:11,1,AMOUNT_INFLATION
INV-003334-7F40,VEND-036BFE8F,"Kant, Bassi and Verma Inc",Maintenance,India,Berhampore,PO-C592612C,IT,2024-04-03,2024-04-18,15,INR,5215.82,0.0567,295.74,PAID,2024-04-03T14:02:52,0,NONE
INV-003544-753A,VEND-24692E97,Konda PLC,Raw Materials,India,Buxar,PO-23542F04,Logistics,2024-05-28,2024-06-27,30,INR,110297.72,0.1124,12397.46,OVERDUE,2024-05-28T09:22:40,0,NONE
INV-902776-71E4,VEND-3C8E1150,Sehgal-Goel & Co,Transportation,India,Dharmavaram,,IT,2024-12-23,2025-02-06,45,INR,431058.11,0.0952,41036.73,PENDING,2024-12-23T10:30:00,1,NEW_VENDOR
INV-005784-B3A2,VEND-186BCDE5,"Ranganathan, Narain and Balan",Maintenance,India,Hospet,PO-1DC14147,R&D,2024-09-30,2024-12-29,90,INR,13078.07,0.0528,690.52,PAID,2024-09-30T09:57:49,0,NONE
INV-005920-48E8,VEND-1CBC0202,Ahuja-Dutta,Raw Materials,India,Mau,PO-0782A1E6,IT,2023-07-31,2023-08-15,15,INR,236100.76,0.0963,22736.5,PAID,2023-07-31T15:55:06,0,NONE
INV-SEQ-742415,VEND-B427FDB9,Pandey LLC,Consulting,Singapore,Gurgaon,PO-5D4055D5,Procurement,2024-07-02,2024-08-31,60,SGD,271333.29,0.18,48839.99,PAID,2024-07-02T07:18:14,1,SEQUENTIAL
INV-003719-4F69,VEND-B427FDB9,Pandey LLC,Consulting,Singapore,Gurgaon,PO-C36210C3,IT,2024-04-25,2024-06-24,60,SGD,357238.45,0.18,64302.92,PAID,2024-04-25T13:49:40,0,NONE
INV-004589-4D55,VEND-92CC8079,"Kalla, Srinivas and Joshi Enterprises",Transportation,India,Avadi,PO-48620D8C,HR,2024-09-03,2024-10-18,45,INR,71240.67,0.1105,7872.09,PAID,2024-09-03T12:17:36,0,NONE
INV-008871-5D83,VEND-7FF590E3,Devan Inc Industries,Transportation,India,Vellore,PO-F08C93CA,Logistics,2024-01-25,2024-03-10,45,INR,26110.36,0.1077,2812.09,PAID,2024-01-25T12:40:25,0,NONE
INV-902323-F4ED,VEND-DB3EFB67,Balay-Balan,Maintenance,India,Bellary,PO-FBE23426,Finance,2024-09-15,2024-10-30,45,INR,16847.28,0.1109,1868.36,REJECTED,2024-09-15T15:19:41,1,WEEKEND
INV-000190-D187,VEND-26AE7489,Wagle Ltd,Transportation,India,Jorhat,PO-600C280B,Logistics,2023-01-11,2023-02-10,30,INR,14120.06,0.1058,1493.9,PAID,2023-01-11T17:03:23,0,NONE
INV-010353-7DA7,VEND-B9C2BC56,Sarin PLC,Furniture,India,Loni,PO-8BFF16B0,Facilities,2023-01-02,2023-01-17,15,INR,88965.93,0.161,14323.51,APPROVED,2023-01-02T18:46:39,0,NONE
INV-009917-F3F6,VEND-345C55B6,"Deshpande, Boase and Majumdar & Co",Packaging,India,Mau,PO-11D111BB,Facilities,2023-07-20,2023-09-03,45,INR,30250.33,0.0888,2686.23,PAID,2023-07-20T09:36:51,0,NONE
INV-005460-AECA,VEND-6423A289,Bala-D’Alia Pvt Ltd,IT Services,India,Mangalore,PO-314285FB,Logistics,2023-10-30,2024-01-28,90,INR,51934.57,0.18,9348.22,PENDING,2023-10-30T15:33:39,0,NONE
INV-009911-0E4F,VEND-9B1D0C72,"Sharaf, Dua and Saran",Packaging,China,Nagaon,PO-82FAA796,Facilities,2024-12-04,2025-02-02,60,CNY,23163.42,0.0779,1804.43,PAID,2024-12-04T17:23:50,0,NONE
INV-011289-FF9A,VEND-9D71F163,Narayan Inc,Raw Materials,India,Anantapuram,PO-0F9E9BC0,Marketing,2023-04-28,2023-07-27,90,INR,287419.78,0.0756,21728.94,OVERDUE,2023-04-28T09:52:42,0,NONE
INV-006385-A232,VEND-9B3EB04B,Devan Ltd Industries,Office Supplies,India,Bhalswa Jahangir Pur,PO-7404B715,Logistics,2023-04-03,2023-05-18,45,INR,7823.63,0.092,719.77,PENDING,2023-04-03T18:11:44,0,NONE
INV-902202-D8A4,VEND-5235F8EE,"Yohannan, Hegde and Patla",Furniture,USA,Coimbatore,PO-4D7C03A0,Procurement,2024-07-19,2024-09-17,60,USD,24175.86,0.1428,3452.31,PAID,2024-07-19T06:10:28,1,WEEKEND
INV-000533-AF53,VEND-EFD13390,Pandey and Sons Pvt Ltd,Raw Materials,India,Bongaigaon,PO-DCEAA753,Facilities,2024-08-06,2024-09-05,30,INR,233728.5,0.118,27579.96,PAID,2024-08-06T13:34:29,0,NONE
INV-900686-908F,VEND-F8B27985,"Sastry, Shenoy and Manda LLC",Office Supplies,India,Ambala,PO-F23F9096,Logistics,2023-09-27,2023-10-27,30,INR,73543.5,0.0904,6648.33,PAID,2023-09-27T03:38:12,1,AMOUNT_INFLATION
INV-011504-3F56,VEND-2C8BDA34,Sama PLC Industries,Packaging,India,Rajkot,PO-65D01756,Marketing,2023-03-15,2023-05-14,60,INR,47526.16,0.0828,3935.17,PAID,2023-03-15T11:44:30,0,NONE
INV-010555-E8B5,VEND-8505A1A0,Randhawa PLC Industries,Transportation,India,Noida,PO-EBFA197B,HR,2023-02-01,2023-04-02,60,INR,45603.78,0.0854,3894.56,PAID,2023-02-01T14:29:20,0,NONE
INV-004630-9693,VEND-1D21A290,Karpe-Kota,IT Services,India,Sri Ganganagar,PO-1E7FB305,Marketing,2024-04-30,2024-05-15,15,INR,43910.31,0.18,7903.86,PAID,2024-04-30T12:43:05,0,NONE
INV-004927-9AA5,VEND-95E70E88,"Deep, Puri and Dube Industries",Raw Materials,India,Bokaro,PO-FD65991F,R&D,2024-02-13,2024-04-13,60,INR,110086.66,0.0865,9522.5,APPROVED,2024-02-13T11:35:16,0,NONE
INV-006361-1702,VEND-9411CEB4,Deshmukh Inc LLC,Transportation,Germany,Malegaon,PO-EB918A5B,Facilities,2023-01-23,2023-04-23,90,EUR,38491.46,0.0729,2806.03,APPROVED,2023-01-23T15:51:52,0,NONE
INV-007096-7FB1,VEND-5E05954B,Kakar and Sons Enterprises,Office Supplies,China,Nangloi Jat,PO-294DDF7E,Procurement,2023-08-02,2023-10-01,60,CNY,11401.39,0.1176,1340.8,APPROVED,2023-08-02T09:00:28,0,NONE
INV-001397-31CE,VEND-9DD156AB,Bal Ltd,IT Services,India,Panchkula,PO-D4868404,Finance,2024-02-22,2024-03-23,30,INR,34157.81,0.18,6148.41,PAID,2024-02-22T18:00:29,0,NONE
INV-004047-2F60,VEND-EA916ECB,"Rattan, Boase and Dhar LLC",Packaging,India,Mysore,PO-6745375E,HR,2023-03-17,2023-05-16,60,INR,56499.36,0.105,5932.43,APPROVED,2023-03-17T17:37:08,0,NONE
INV-009817-03A8,VEND-9B3EB04B,Devan Ltd Industries,Office Supplies,India,Bhalswa Jahangir Pur,PO-456F2929,Operations,2024-12-18,2025-02-01,45,INR,7384.33,0.092,679.36,OVERDUE,2024-12-18T15:26:53,0,NONE
